stop_name,stop_count
Şafak,2
Şahtaş,2
Şair Eşref İlköğretim Okulu,2
Şair Namık Kemal,2
Şakran İncirlik 2,2
Şantiye,2
Şavkar Spor Tesisleri,2
Şaşal Köprü,2
Şaşal Market,2
Şaşal Çıkış,2
Şehit Abdullah Tayyip Olçok Anadolu İmam Hatip Lisesi,2
Şehit Ahmet Ay Parkı,2
Şehit Ali Karaoğlan Lisesi,2
Şehit Asteğmen Ergin KAYA,2
Şehit Astsubay Uğur Görkem Harmankaya,2
Şehit Astsubay Yahya Efiloğlu,2
Şehit Astsubay Ümit Başaran İlkokulu,2
Şehit Astsubay Ümit İnce,2
Şehit Bahattin Elden Anadolu İmam Hatip Lisesi,2
Şehit Diplomat Erdoğan Özen,2
Şehit Egemen Öztürk Ortaokulu,2
Şehit Er Bekir VARAL,2
Şehit Er Hakan Sağınç Caddesi,2
Şehit Er Serdar Amak Ortaokulu,2
Şehit Erdal Kılıç,2
Şehit Erkan Er Ortaokulu,2
Şehit Erkan Özcan Anadolu Lisesi,2
Şehit Gazeteci Hasan Tahsin Ortaokulu,2
Şehit Gökhan Çakır Anadolu Lisesi,2
Şehit Hakan Uysal,2
Şehit Hakan Ünal,2
Şehit Halit Taş Ortaokulu,2
Şehit Harun Bağlam,2
Şehit Hikmet Ayerdem Parkı,2
Şehit Jandarma Er Önder Turgay,2
Şehit Jandarma Komando Fikri Koruer Parkı,2
Şehit Jandarma Uzman Çavuş Hüseyin Tosun,2
Şehit Jandarma Çadırcı,2
Şehit Kara Pilot Yüzbaşı Mehmet İlker Karaman,2
Şehit Kemal İlkokulu,2
Şehit Komando Çavuş Sinan Hamza,2
Şehit Mehmet Kıvık,2
Şehit Murat Aslantürk,2
Şehit Murat Cerit,2
Şehit Murat Çoşkun Ortaokulu,2
Şehit Musa Can,2
Şehit Pilot Albay Gökselin Saylan,2
Şehit Piyade Uzman Çavuş Ayhan Elmacı,2
Şehit Piyade Çavuş Ceysu Ceylan,2
Şehit Polis Ahmet Atilla Güneş İlkokulu,2
Şehit Polis Cebrail Aksöz,2
Şehit Polis Cemil Koç,2
Şehit Polis Fethi Sekin,2
Şehit Polis Fethi Sekin İlköğretim Okulu,2
Şehit Polis Gökhan Kirazlı,2
Şehit Polis Hüseyin Dalgılıç,2
Şehit Profesör Doktor İlhan Varank İmam Hatip Lisesi,2
Şehit Sezai Geçkin İlkokulu,2
Şehit Süleyman Ergin,2
Şehit Uzman Onbaşı Ahmet Alpaslan,2
Şehit Uzman Onbaşı Emre Baysal,2
Şehit Uzman Onbaşı Mustafa Eser,2
Şehit Uzman Çavuş Ali Akdoğan İlkokulu,2
Şehit Uzman Çavuş Harun Şenöz,2
Şehit Uzman Çavuş Harun Şenözüar,2
Şehit Uzman Çavuş Harun Şenözüar Mesleki ve Teknik Anadolu Lisesi,2
Şehit Uzman Çavuş Mehmet Onur Özbent,2
Şehit Uzman Çavuş Muhammed Mustafa Ak,2
Şehit Uzman Çavuş Tolga Sağlam,2
Şehit Yarbay Songül Yakut,2
Şehit Yüzbaşı Ali Rıza Sadak İlkokulu,2
Şehit Yüzbaşı Cengiz Topel,2
Şehit Yüzbaşı Halil Özdemir,2
Şehit Çavuş Bülent Kula İlköğretim Okulu,2
Şehit Çavuş Haydar Arda Erertingi Ortaokulu,2
Şehit Çağatay Necati Dinç İlkokulu,2
Şehit Çeşmesi,2
Şehit Öğretmen Aybuke Yalçın,2
Şehit Öğretmen Ayhan Kökmen,2
Şehit Öğretmen Necmettin Yılmaz İlkokulu,2
Şehit Üsteğmen Deveci,2
Şehit Üsteğmen Onur Özkaya,2
Şehit Üsteğmen Sadullah Sever İlkokulu,2
Şehit Üsteğmen İbrahim Fahri Efendi,2
Şehit Üstğm İsmail Cazgır,2
Şehit İlhami Yılmaz,2
Şehit Şerife Bacı,2
Şehit. Jnd. Onbaşı Uğur Demirkan,2
Şehitler Ağaç Kapı,2
Şehitler Dörtyol,2
Şehitler Giriş,2
Şehitler Kahveler,2
Şehitler Köşe,2
Şehitler Muhtarlık,2
Şehitler Ortaokulu,2
Şehitler Viraj,2
Şehitler Çıkış,2
Şehitlik,2
Şelale,2
Şelale Parkı,2
Şemikler,2
Şemikler Lisesi,2
Şenlik Alanı,2
Şenyüz,2
Şerbetçi,2
Şht. Binbaşı Yavuz Başayar,2
Şirin Camii,2
Şirince Yolu,2
Şirinevler Giriş,2
Şirinköy,2
Şirintepe Market,2
Şirintepe Parkı,2
Şirinyer Bankalar,2
Şirinyer Ertuğrul Gazi Anadolu Lisesi,2
Şirinyer Merkez,2
Şirinyer Parkı,2
Şoförler Lokali,2
Şükrü Özkan,2
Şıra Mevki,2
