stop_id,stop_name,route_count,transfer_rank
14623,Tire Kavşağı,4,22
14624,Tire Kavşağı,4,22
50471,Tokatlıoğlu,4,22
50472,Tokatlıoğlu,4,22
13264,Toki Evleri Son Durak,4,22
21562,Top Sahası,4,22
13851,Torbalı Diş Hastanesi,4,22
13852,Torbalı Diş Hastanesi,4,22
41144,Toros Meydan,4,22
41145,Toros Meydan,4,22
12625,Trafo,4,22
30049,Tuborg,4,22
30513,Turanlar,4,22
12238,Türkeliler,4,22
12239,Türkeliler,4,22
16442,Türkönü Küme Evler,4,22
16443,Türkönü Küme Evler,4,22
11050,Tıp Merkezi,4,22
11055,Tıp Merkezi,4,22
21983,Tır parkı,4,22
21984,Tır parkı,4,22
40420,Ufuk Karakolu,4,22
40421,Ufuk Karakolu,4,22
21539,Ulu-Koop,4,22
22533,Ulukent Üçyol,4,22
22534,Ulukent Üçyol,4,22
21969,Ulus,4,22
21970,Ulus,4,22
21566,Umut,4,22
21567,Umut,4,22
30157,Umut,4,22
30158,Umut,4,22
12240,Uzundere,4,22
21333,Uğur Mumcu Sağlık Ocağı,4,22
52031,Vadi,4,22
52032,Vadi,4,22
40207,Vali Rahmi Bey,4,22
40208,Vali Rahmi Bey,4,22
10554,Vasıf Çınar,4,22
11422,Verde,4,22
11423,Verde,4,22
14635,Yakacık,4,22
14636,Yakacık,4,22
14637,Yakacık Papatya,4,22
14638,Yakacık Papatya,4,22
15468,Yakacık Çiftlik,4,22
15469,Yakacık Çiftlik,4,22
21563,Yamaç,4,22
21564,Yamaç,4,22
11526,Yaren Dede,4,22
13254,Yasemin,4,22
13255,Yasemin,4,22
31080,Yasemin,4,22
31081,Yasemin,4,22
40812,Yasemin,4,22
40813,Yasemin,4,22
13181,Yasemin Uysal,4,22
13182,Yasemin Uysal,4,22
13248,Yavuz Selim İlkokulu,4,22
13249,Yavuz Selim İlkokulu,4,22
50395,Yelki,4,22
50396,Yelki,4,22
50474,Yelki Belediye,4,22
50485,Yelki Kavşak,4,22
50476,Yelki Sağlık Ocağı,4,22
50467,Yelki Üçyol,4,22
50468,Yelki Üçyol,4,22
30471,Yener,4,22
30520,Yener,4,22
30523,Yener,4,22
30461,Yener Caddesi,4,22
30462,Yener Caddesi,4,22
24030,Yeni Cami,4,22
21957,Yeni Foça Birlik Evleri,4,22
21958,Yeni Foça Birlik Evleri,4,22
22400,Yeni Foça Yol Ayrımı,4,22
22401,Yeni Foça Yol Ayrımı,4,22
15427,Yeni Mahalle Altyol,4,22
22781,Yeni Şakran  Merkez,4,22
22786,Yeni Şakran Yol Ayrımı,4,22
13550,Yenikent,4,22
13553,Yenikent,4,22
11853,Yenişehir Pazar Yeri,4,22
11855,Yenişehir Üst Geçit,4,22
31068,Yetmiş Beşinci Yıl Parkı,4,22
31069,Yetmiş Beşinci Yıl Parkı,4,22
30221,Yeşilova,4,22
12452,Yeşilyurt Mezarlık,4,22
12453,Yeşilyurt Mezarlık,4,22
12454,Yeşilyurt Sağlık Ocağı,4,22
12455,Yeşilyurt Sağlık Ocağı,4,22
21025,Yoldaş,4,22
21026,Yoldaş,4,22
20503,Yunus,4,22
20504,Yunus,4,22
12801,Yurtoğlu Üçyol,4,22
12802,Yurtoğlu Üçyol,4,22
14633,Yusuflu,4,22
14634,Yusuflu,4,22
21963,Yücel Sitesi,4,22
21964,Yücel Sitesi,4,22
40422,Yıkıkkemer Meydan,4,22
40423,Yıkıkkemer Meydan,4,22
11082,Yıldız,4,22
11089,Yıldız,4,22
30514,Yıldız,4,22
30517,Yıldız,4,22
24132,Yıldız Garaj,4,22
24133,Yıldız Garaj,4,22
22456,Yıldız Mandıra,4,22
22457,Yıldız Mandıra,4,22
30463,Zafer Parkı,4,22
30464,Zafer Parkı,4,22
13265,Zambak,4,22
13266,Zambak,4,22
21341,Zambak,4,22
21342,Zambak,4,22
40265,Zencefil,4,22
40266,Zencefil,4,22
11932,Zeytinlik,4,22
40838,Zeytinlik,4,22
40839,Zeytinlik,4,22
30423,Zeytintepe,4,22
30424,Zeytintepe,4,22
41349,Zirve,4,22
41350,Zirve,4,22
11414,Zümrüt,4,22
11415,Zümrüt,4,22
21979,Çakmaklı,4,22
21980,Çakmaklı,4,22
21975,Çakmaklı Yolu,4,22
21976,Çakmaklı Yolu,4,22
24078,Çaltıcı Bahçe,4,22
22765,Çaltılıdere,4,22
22768,Çaltılıdere,4,22
24148,Çaltılıdere Atlı Terapi Merkezi,4,22
24149,Çaltılıdere Atlı Terapi Merkezi,4,22
40630,Çam,4,22
40631,Çam,4,22
30155,Çamdibi Esnaf Odası,4,22
30156,Çamdibi Esnaf Odası,4,22
22408,Çamkoru Sitesi,4,22
22409,Çamkoru Sitesi,4,22
30421,Çamkule,4,22
30422,Çamkule,4,22
31852,Çamkıran Parkı,4,22
31853,Çamkıran Parkı,4,22
24080,Çamlı Park,4,22
11412,Çamlıca Kavşağı,4,22
15948,Çamlık,4,22
30652,Çamlık Alan Parkı 2,4,22
12621,Çamlık Yol Ayrımı,4,22
10211,Çankaya,4,22
15125,Çaylı Yem Sokak,4,22
15126,Çaylı Yem Sokak,4,22
15992,Çaylı Çıkış,4,22
15993,Çaylı Çıkış,4,22
30597,Çağla,4,22
30598,Çağla,4,22
22847,Çelik,4,22
22848,Çelik,4,22
50168,Çifte Selviler,4,22
50171,Çifte Selviler,4,22
11695,Çiftlik,4,22
11696,Çiftlik,4,22
12224,Çiftlik,4,22
12225,Çiftlik,4,22
30227,Çimentaş Lisesi,4,22
30228,Çimentaş Lisesi,4,22
30427,Çiçek,4,22
30428,Çiçek,4,22
11093,Çiçek Tatil Sitesi,4,22
11120,Çiçek Tatil Sitesi,4,22
22143,Çiğli Aktarma Merkezi,4,22
21195,Çiğli Devlet Hastanesi,4,22
21196,Çiğli Devlet Hastanesi,4,22
20889,Çiğli Kız Meslek Lisesi,4,22
20890,Çiğli Kız Meslek Lisesi,4,22
21023,Çiğli İzkent,4,22
21024,Çiğli İzkent,4,22
20465,Çolakoğlu,4,22
20466,Çolakoğlu,4,22
22767,Çoraklar,4,22
22770,Çoraklar,4,22
15929,Ödemiş Müzesi,4,22
15930,Ödemiş Müzesi,4,22
15119,Ödemiş Sanayi,4,22
15120,Ödemiş Sanayi,4,22
13540,Ömür Beldesi,4,22
21973,Ören,4,22
21974,Ören,4,22
12307,Öztepe,4,22
12308,Öztepe,4,22
31215,Öğretmen,4,22
31216,Öğretmen,4,22
21951,Öğretmen Evi,4,22
21952,Öğretmen Evi,4,22
11068,Ürkmez Belediyesi,4,22
11073,Ürkmez Belediyesi,4,22
11076,Ürkmez Jandarma,4,22
11083,Ürkmez Jandarma,4,22
10685,Ürkmez Kumsal,4,22
10686,Ürkmez Kumsal,4,22
11070,Ürkmez Sağlık Ocağı,4,22
11075,Ürkmez Sağlık Ocağı,4,22
22779,Üst Geçit,4,22
22782,Üst Geçit,4,22
50110,Üç Evler,4,22
23425,Üç Kemer Caddesi,4,22
23426,Üç Kemer Caddesi,4,22
23427,Üç Kemer Köprüsü,4,22
23428,Üç Kemer Köprüsü,4,22
50130,Üçkuyular iskele Son Durak,4,22
10312,Üçyol Aktarma,4,22
11066,İZDER,4,22
11071,İZDER,4,22
10514,İkinci Oyak Sitesi,4,22
12641,İlkkurşun Anadolu Lisesi,4,22
12642,İlkkurşun Anadolu Lisesi,4,22
24158,İlçe Tarım,4,22
13332,İncir Fabrikası,4,22
13333,İncir Fabrikası,4,22
50208,İnciraltı,4,22
50209,İnciraltı,4,22
52508,İnciraltı 2,4,22
50211,İnciraltı Park,4,22
50219,İnciraltı Yeni Son Durak,4,22
50212,İnciraltı Yurdu,4,22
12643,İsmail Hakkı Tonguç Parkı,4,22
12644,İsmail Hakkı Tonguç Parkı,4,22
10580,İsmet Paşa Sağlık Ocağı,4,22
10581,İsmet Paşa Sağlık Ocağı,4,22
21630,İstiklal,4,22
21631,İstiklal,4,22
51945,İva,4,22
51946,İva,4,22
21003,İzkent Meydan,4,22
21001,İzkent Çay Bahçesi,4,22
21002,İzkent Çay Bahçesi,4,22
21019,İzkent Üçyol,4,22
21020,İzkent Üçyol,4,22
12232,İzmir Anadolu Lisesi,4,22
12233,İzmir Anadolu Lisesi,4,22
12303,İzsu,4,22
12304,İzsu,4,22
20832,Şehit Astsubay Uğur Görkem Harmankaya,4,22
20833,Şehit Astsubay Uğur Görkem Harmankaya,4,22
40849,Şehit Astsubay Ümit Başaran İlkokulu,4,22
40850,Şehit Astsubay Ümit Başaran İlkokulu,4,22
31221,Şehit Harun Bağlam,4,22
31222,Şehit Harun Bağlam,4,22
30291,Şehit Musa Can,4,22
30292,Şehit Musa Can,4,22
30298,Şehit Polis Fethi Sekin,4,22
30304,Şehit Polis Fethi Sekin,4,22
20854,Şehit Üsteğmen Onur Özkaya,4,22
20855,Şehit Üsteğmen Onur Özkaya,4,22
40209,Şehitler Parkı,4,22
40210,Şehitler Parkı,4,22
41173,Şirinyer Aktarma,4,22
41174,Şirinyer Aktarma,4,22
41176,Şirinyer Aktarma,4,22
10259,Şoförler Lokali,4,22
10262,Şoförler Lokali,4,22
12633,2 Nolu Çağdaş Kahraman Sağlık Ocağı,3,23
12634,2 Nolu Çağdaş Kahraman Sağlık Ocağı,3,23
32309,2. Etap,3,23
32310,2. Etap,3,23
40219,30 Ağustos İlköğretim Okulu,3,23
40220,30 Ağustos İlköğretim Okulu,3,23
21059,9 Eylül,3,23
21062,9 Eylül,3,23
20820,Acer,3,23
20821,Acer,3,23
41205,Adatepe Park,3,23
41208,Adatepe Park,3,23
40581,Adatepe Son Durak,3,23
41387,Adatepe Son Durak,3,23
41207,Adatepe Villaları,3,23
41210,Adatepe Villaları,3,23
20993,Adliyeciler Sitesi,3,23
20994,Adliyeciler Sitesi,3,23
12965,Adnan Menderes İlkokulu,3,23
12966,Adnan Menderes İlkokulu,3,23
32307,Afet Haberleşme,3,23
32308,Afet Haberleşme,3,23
52627,Ahmet Hakkı Balcıoğlu Mesleki Anadolu Lises,3,23
52626,Ahmet Hakkı Balcıoğlu Mesleki Anadolu Lisesi,3,23
22547,Ahmet Taner Kışlalı,3,23
22548,Ahmet Taner Kışlalı,3,23
22509,Ahıska,3,23
22510,Ahıska,3,23
23666,Ahıskakent ilkokulu,3,23
23665,Ahıskakent İlkokulu,3,23
24036,Akasya,3,23
24037,Akasya,3,23
30046,Akasya,3,23
31387,Akdemir Parkı,3,23
31388,Akdemir Parkı,3,23
24004,Akif Ersezgin Lisesi,3,23
20985,Akiş Öğütçü İlköğretim Okulu,3,23
20986,Akiş Öğütçü İlköğretim Okulu,3,23
30613,Aktar,3,23
30614,Aktar,3,23
21658,Aktaşlar,3,23
21659,Aktaşlar,3,23
13338,Aktepe Giriş,3,23
13339,Aktepe Giriş,3,23
12722,Aktepe Polis Lojmanları,3,23
12725,Aktepe Polis Lojmanları,3,23
50629,Akça,3,23
50634,Akça,3,23
13499,Akçaköy Yol Ayrımı,3,23
13500,Akçaköy Yol Ayrımı,3,23
40586,Akşemsettin İlkokulu,3,23
40587,Akşemsettin İlkokulu,3,23
20360,Albatros,3,23
20361,Albatros,3,23
22049,Albayrak Mavişehir Evleri,3,23
22058,Albayrak Mavişehir Evleri,3,23
31241,Ali İhsan Bey,3,23
31242,Ali İhsan Bey,3,23
22743,Aliağa Liman,3,23
22746,Aliağa Liman,3,23
21442,Aliağa Sanayi,3,23
21445,Aliağa Sanayi,3,23
21444,Aliağa Sanayi Çıkış,3,23
22741,Aliağa Santral,3,23
22738,Aliağa Terminal İçi,3,23
24251,Aliağa Terminal İçi,3,23
22744,Aliağa santral,3,23
24649,Alp Oğuz Anadolu Lisesi,3,23
10108,Alsancak Devlet Hastanesi,3,23
10109,Alsancak Devlet Hastanesi,3,23
30605,Alt Geçit,3,23
30606,Alt Geçit,3,23
52443,Altyüz Köprüsü,3,23
52444,Altyüz Köprüsü,3,23
10275,Amerikan Koleji,3,23
40495,Ana Sağlığı,3,23
40496,Ana Sağlığı,3,23
21699,Anadolu Lisesi,3,23
21702,Anadolu Lisesi,3,23
11480,Anaokulu,3,23
11481,Anaokulu,3,23
22545,Anıt Park,3,23
22546,Anıt Park,3,23
15135,Arkacılar,3,23
15136,Arkacılar,3,23
15137,Arkacılar Bulut,3,23
15138,Arkacılar Bulut,3,23
16741,Armutluk,3,23
16742,Armutluk,3,23
11738,Arıkbaşı Kahveler,3,23
11739,Arıkbaşı Kahveler,3,23
11746,Arıkbaşı Okul Yolu,3,23
11749,Arıkbaşı Okul Yolu,3,23
11743,Arıkbaşı İstasyon,3,23
11742,Arıkbaşıı İstasyon,3,23
21412,Asarlık Esat Paşa Mahallesi,3,23
22017,Asarlık Köprü,3,23
21410,Asarlık Mezarlık,3,23
21667,Asarlık Park,3,23
21665,Asarlık Pazar Yeri,3,23
21413,Asarlık İnönü Mahallesi,3,23
15157,Aslanlar  Yol Ayrımı,3,23
15156,Aslanlar Yol Ayrımı,3,23
50367,Asır,3,23
50368,Asır,3,23
40215,Ata,3,23
40216,Ata,3,23
52035,Ata,3,23
52036,Ata,3,23
50203,Ata Durağı,3,23
21057,Atatürk,3,23
21060,Atatürk,3,23
31582,Atatürk Caddesi,3,23
31585,Atatürk Caddesi,3,23
23398,Atatürk Parkı,3,23
15143,Atatürk İlkokulu,3,23
15144,Atatürk İlkokulu,3,23
23392,Atatürk İlkokulu,3,23
32411,Avcı,3,23
32412,Avcı,3,23
40881,Aybers Hikmet Karabacak Anadolu Lisesi,3,23
10428,Aydibi,3,23
15925,Aydın,3,23
15926,Aydın,3,23
50611,Aygün,3,23
50612,Aygün,3,23
30057,BMC,3,23
14987,Bahar,3,23
14988,Bahar,3,23
12629,Bahar Yıldırım İlkokulu,3,23
12630,Bahar Yıldırım İlkokulu,3,23
10019,Bahribaba,3,23
15133,Bahçe,3,23
15134,Bahçe,3,23
20429,Bahçe,3,23
20430,Bahçe,3,23
41335,Balkan,3,23
31584,Baltaalanı,3,23
31587,Baltaalanı,3,23
50686,Balıklıova,3,23
50687,Balıklıova,3,23
50694,Balıklıova Merkez,3,23
50697,Balıklıova Merkez,3,23
50656,Balıkçı,3,23
50657,Balıkçı,3,23
50369,Bankacılar Sitesi,3,23
11937,Barbaros Hayrettin İlkokulu,3,23
11938,Barbaros Hayrettin İlkokulu,3,23
51747,Barbaros Yol ayrımı,3,23
51748,Barbaros Yol ayrımı,3,23
11438,Bardakçılar,3,23
11439,Bardakçılar,3,23
41235,Barış Manço,3,23
41236,Barış Manço,3,23
24024,Barış Merdivenleri,3,23
11484,Barış Sitesi,3,23
11485,Barış Sitesi,3,23
24002,Bayatlı,3,23
24008,Bayatlı Çıkış,3,23
12969,Bayrak,3,23
12970,Bayrak,3,23
22054,Bayrak,3,23
22055,Bayrak,3,23
24020,Bayrak,3,23
31013,Bayraklı Siteler,3,23
31014,Bayraklı Siteler,3,23
14657,Bayraktepe,3,23
14658,Bayraktepe,3,23
14645,Bayındır Leylak,3,23
14646,Bayındır Leylak,3,23
14643,Bayındır Meşe,3,23
14644,Bayındır Meşe,3,23
11736,Bayındır Çırpı İlkokulu,3,23
11737,Bayındır Çırpı İlkokulu,3,23
20934,Bayır,3,23
20935,Bayır,3,23
24034,Bazilika,3,23
24035,Bazilika,3,23
40930,Bağ Arası,3,23
40931,Bağ Arası,3,23
31858,Başak,3,23
31859,Başak,3,23
31123,Başaran,3,23
31124,Başaran,3,23
50355,Belediye,3,23
50356,Belediye,3,23
22372,Belen Meydan,3,23
22373,Belen Meydan,3,23
10940,Belevi,3,23
16119,Belevi,3,23
16176,Belevi Meydan,3,23
16177,Belevi Meydan,3,23
30348,Belkahve Çay Bahçesi,3,23
30351,Belkahve Çay Bahçesi,3,23
15953,Benzinlik,3,23
15954,Benzinlik,3,23
16420,Benzinlik,3,23
16421,Benzinlik,3,23
21660,Beyaz Ev,3,23
21661,Beyaz Ev,3,23
14922,Beydağ Değirmen,3,23
15001,Beydağ Değirmen,3,23
14995,Beydağ Giriş,3,23
14996,Beydağ Giriş,3,23
14999,Beydağ Köşe,3,23
15000,Beydağ Köşe,3,23
14997,Beydağ Yağmur,3,23
14998,Beydağ Yağmur,3,23
30637,Bezirgan,3,23
30638,Bezirgan,3,23
22402,Beş Kardeşler,3,23
50206,Beşyol,3,23
50215,Beşyol,3,23
11893,Birinci Sanayi Sitesi,3,23
11894,Birinci Sanayi Sitesi,3,23
30210,Birlik Cami,3,23
12980,Bisikletçi,3,23
22244,Biçerova İstasyon,3,23
40497,Bloklar,3,23
40498,Bloklar,3,23
30557,Bornova Anadolu Lisesi,3,23
30558,Bornova Anadolu Lisesi,3,23
30015,Bornova Metro,3,23
31139,Borsa Okulu Eski Sondurak,3,23
31140,Borsa Okulu Eski Sondurak,3,23
20022,Bostanlı İskele,3,23
20026,Bostanlı İskele,3,23
20172,Bostanlı İskele,3,23
23685,Bostanlı İskele,3,23
16542,Botanik,3,23
16543,Botanik,3,23
23403,Bozköy,3,23
23404,Bozköy,3,23
40271,Buca Anadolu Lisesi,3,23
40272,Buca Anadolu Lisesi,3,23
40508,Buca Tenis Kulübü,3,23
40509,Buca Tenis Kulübü,3,23
30179,Burak Reis,3,23
11708,Bülbüldere Yol Ayrımı,3,23
11709,Bülbüldere Yol Ayrımı,3,23
31125,Cami,3,23
31126,Cami,3,23
23431,Camikebir Caddesi,3,23
23432,Camikebir Caddesi,3,23
20547,Cemal Gürsel İlköğretim Okulu,3,23
20457,Cemil Atlas İlköğretim Okulu,3,23
20458,Cemil Atlas İlköğretim Okulu,3,23
24144,Cemsultan,3,23
24038,Cumhuriyet Lisesi,3,23
24039,Cumhuriyet Lisesi,3,23
21353,Cumhuriyet Mahallesi Muhtarlığı,3,23
21354,Cumhuriyet Mahallesi Muhtarlığı,3,23
20679,Cumhuriyet Mahallesi Trafo,3,23
20680,Cumhuriyet Mahallesi Üçyol,3,23
14687,Cumhuriyet Ortaokulu,3,23
14688,Cumhuriyet Ortaokulu,3,23
11368,DEÜ Torbalı Meslek Yüksekokulu,3,23
20672,Daryol,3,23
20673,Daryol,3,23
11210,Defne,3,23
11211,Defne,3,23
12863,Demirci,3,23
12864,Demirci,3,23
14677,Demircili,3,23
14678,Demircili,3,23
14721,Demircili Giriş,3,23
14722,Demircili Giriş,3,23
14679,Demircili Trafo,3,23
14680,Demircili Trafo,3,23
14675,Demircili Yol Ayrımı,3,23
14676,Demircili Yol Ayrımı,3,23
14723,Demircili Çiftlik,3,23
14724,Demircili Çiftlik,3,23
14725,Demircili Çıkış,3,23
14726,Demircili Çıkış,3,23
22785,Demirkent,3,23
22788,Demirkent,3,23
16458,Demiryolu,3,23
16459,Demiryolu,3,23
23394,Demokrasi Meydanı,3,23
10517,Demokrasi Üniversitesi,3,23
10518,Demokrasi Üniversitesi,3,23
14659,Derebaşı,3,23
14660,Derebaşı,3,23
14661,Derebaşı Zeytin,3,23
14662,Derebaşı Zeytin,3,23
13130,Dereköy,3,23
13331,Dereköy,3,23
13329,Dereköy İlkokulu,3,23
13330,Dereköy İlkokulu,3,23
22975,Desen,3,23
22976,Desen,3,23
12808,Destan Aksoy Parkı,3,23
12811,Destan Aksoy Parkı,3,23
10968,Develi Yolu,3,23
10969,Develi Yolu,3,23
16005,Değirmenönü,3,23
16006,Değirmenönü,3,23
30187,Dispanser,3,23
30204,Dispanser,3,23
50186,Dokuz Eylül Deniz Bilimleri,3,23
10107,Dokuz Eylül Rektörlük,3,23
40522,Dokuz Eylül Öğrenci Yurdu,3,23
40523,Dokuz Eylül Öğrenci Yurdu,3,23
30789,Dolmuş Garajı,3,23
12997,Dolmuşçular,3,23
30378,Dostlar Sitesi,3,23
30379,Dostlar Sitesi,3,23
14663,Doyranlı,3,23
14664,Doyranlı,3,23
15148,Doyranlı Fidanlık,3,23
15149,Doyranlı Fidanlık,3,23
15150,Doyranlı Lale Bahçesi,3,23
15151,Doyranlı Lale Bahçesi,3,23
22047,Doğa Koleji,3,23
20469,Doğançay,3,23
20470,Doğançay,3,23
23618,Doğançay Aile Sağlığı Merkezi,3,23
23619,Doğançay Aile Sağlığı Merkezi,3,23
20463,Doğançay Mezarlık,3,23
20464,Doğançay Mezarlık,3,23
20459,Doğançay Viyadüğü,3,23
20460,Doğançay Viyadüğü,3,23
21662,Duman,3,23
21663,Duman,3,23
10232,Dumlupınar,3,23
11251,Dumlupınar,3,23
50651,Dyo Kampı,3,23
50660,Dyo Kampı,3,23
31239,Dörtyol,3,23
31240,Dörtyol,3,23
40530,Dörtyol,3,23
40531,Dörtyol,3,23
12042,Düğün Salonu,3,23
12043,Düğün Salonu,3,23
30048,Ege Endüstri,3,23
30055,Ege Endüstri,3,23
30272,Ege Üniversitesi Hastanesi,3,23
22537,Egekent 2 Pazaryeri,3,23
22538,Egekent 2 Pazaryeri,3,23
22173,Egekent Aktarma Merkezi,3,23
22174,Egekent Aktarma Merkezi,3,23
20999,Egekent Cami,3,23
20997,Egekent Park,3,23
20998,Egekent Park,3,23
20987,Egekent Postane,3,23
20988,Egekent Postane,3,23
20991,Egekent Trafo,3,23
20992,Egekent Trafo,3,23
14691,Ekin Pazarı,3,23
14692,Ekin Pazarı,3,23
11744,Ekoten,3,23
11745,Ekoten,3,23
10862,Elif,3,23
11545,Elif,3,23
30607,Elif,3,23
30608,Elif,3,23
20439,Ellinci Yıl İlkokulu,3,23
20440,Ellinci Yıl İlkokulu,3,23
40853,Emek,3,23
40854,Emek,3,23
41402,Emek,3,23
41403,Emek,3,23
12293,Emek Sitesi,3,23
12294,Emek Sitesi,3,23
21758,Emiralem Üçyol,3,23
21759,Emiralem Üçyol,3,23
40217,Ensar Cami,3,23
40218,Ensar Cami,3,23
10521,Esentepe Aile Hekimliği,3,23
10522,Esentepe Aile Hekimliği,3,23
10531,Esentepe Basket Sahası,3,23
10532,Esentepe Basket Sahası,3,23
10523,Esentepe Kültür Merkezi,3,23
10524,Esentepe Kültür Merkezi,3,23
30559,Eser,3,23
30560,Eser,3,23
20995,Eshotçular Sitesi,3,23
20996,Eshotçular Sitesi,3,23
40081,Eski Mezarlık,3,23
20793,Eski Son Durak,3,23
20794,Eski Son Durak,3,23
40877,Eski Son Durak,3,23
40878,Eski Son Durak,3,23
30053,Etap,3,23
32311,Etap 1,3,23
32312,Etap 1,3,23
21063,Evka 5 Cumhuriyet,3,23
21064,Evka 5 Cumhuriyet,3,23
21053,Evka 5 Park,3,23
21054,Evka 5 Park,3,23
21061,Evka 5 İş Merkezi,3,23
40512,Eyüp Sultan Cami,3,23
40513,Eyüp Sultan Cami,3,23
22987,Eğrigöl,3,23
22988,Eğrigöl,3,23
30352,Fabrika,3,23
30641,Fabrika,3,23
30642,Fabrika,3,23
50333,Fabrika,3,23
50334,Fabrika,3,23
21711,Fabrikalar,3,23
21714,Fabrikalar,3,23
41209,Fabrikalar 1,3,23
41212,Fabrikalar 1,3,23
41211,Fabrikalar 2,3,23
41214,Fabrikalar 2,3,23
41229,Fabrikalar 3,3,23
41230,Fabrikalar 3,3,23
31015,Fatih Cami,3,23
31016,Fatih Cami,3,23
21650,Fatma Koşay İlköğretim Okulu,3,23
21651,Fatma Koşay İlköğretim Okulu,3,23
51821,Fen Fakültesi,3,23
51822,Fen Fakültesi,3,23
21370,Fevzi Çakmak,3,23
21371,Fevzi Çakmak,3,23
30645,Fincancılar,3,23
30646,Fincancılar,3,23
20368,Flamingo Sitesi,3,23
20369,Flamingo Sitesi,3,23
20366,Flamingo Sitesi 2,3,23
20367,Flamingo Sitesi 2,3,23
21617,Florya,3,23
21618,Florya,3,23
22052,Fotoğraf Müzesi,3,23
22053,Fotoğraf Müzesi,3,23
14655,Frezya,3,23
14656,Frezya,3,23
14602,Fuar İzmir,3,23
20702,Fırın,3,23
21668,Fırın,3,23
21669,Fırın,3,23
50335,Fırın,3,23
50336,Fırın,3,23
22739,Gazeteci Hasan Tahsin,3,23
22742,Gazeteci Hasan Tahsin,3,23
12995,Gazeteler,3,23
12996,Gazeteler,3,23
31389,Gazi,3,23
31390,Gazi,3,23
22513,Gazi Mah  Toki Evleri,3,23
22514,Gazi Mah  Toki Evleri,3,23
10529,Gelinler,3,23
10530,Gelinler,3,23
20677,Geçit,3,23
11214,Gurbet Tepe,3,23
11215,Gurbet Tepe,3,23
20753,Göknar,3,23
20754,Göknar,3,23
40355,Göksu,3,23
40356,Göksu,3,23
14665,Gökçen,3,23
14666,Gökçen,3,23
15927,Gölcükler Yol Ayrımı,3,23
15928,Gölcükler Yol Ayrımı,3,23
50672,Göztepe,3,23
50673,Göztepe,3,23
50658,Gülbahçe,3,23
50659,Gülbahçe,3,23
50704,Gülbahçe Pazaryeri,3,23
50705,Gülbahçe Pazaryeri,3,23
50664,Gümüşkoy,3,23
50665,Gümüşkoy,3,23
20441,Gümüşpala Dört Yol,3,23
20442,Gümüşpala Dört Yol,3,23
20447,Gümüşpala Kahveler,3,23
20448,Gümüşpala Kahveler,3,23
20443,Gümüşpala Karakol,3,23
20444,Gümüşpala Karakol,3,23
20431,Gümüşpala Çamlık,3,23
20432,Gümüşpala Çamlık,3,23
23643,Günerli Cami,3,23
23644,Günerli Cami,3,23
23641,Günerli Çeşme,3,23
23642,Günerli Çeşme,3,23
50329,Güzelbahçe Kaymakamlık,3,23
50330,Güzelbahçe Kaymakamlık,3,23
52055,Güzelbahçe Kolej,3,23
50327,Güzelbahçe Pazar Yeri,3,23
50740,Güzelbahçe İMKB Mesleki ve Teknik Anadolu Lisesi,3,23
50741,Güzelbahçe İMKB Mesleki ve Teknik Anadolu Lisesi,3,23
52033,Güzeltepe,3,23
52034,Güzeltepe,3,23
20923,Güzeltepe Futbol Sahası,3,23
20924,Güzeltepe Futbol Sahası,3,23
11929,Hacı Bayram Cami,3,23
11436,Hacı Tahsin Irmak İlkokulu,3,23
11437,Hacı Tahsin Irmak İlkokulu,3,23
10271,Hakimevleri,3,23
20581,Halit Özpirinç Lisesi,3,23
20582,Halit Özpirinç Lisesi,3,23
11482,Halk,3,23
11483,Halk,3,23
10491,Halkapınar 2,3,23
10492,Halkapınar 2,3,23
10494,Halkapınar 2,3,23
10460,Halkapınar Metro,3,23
21372,Harmandalı,3,23
21351,Harmandalı Mezarlık,3,23
21352,Harmandalı Mezarlık,3,23
40221,Harp İş Sitesi,3,23
40222,Harp İş Sitesi,3,23
23437,Hasan Dede Turbesi,3,23
23439,Hasan Dede Turbesi,3,23
14920,Hasan Çavuş,3,23
14921,Hasan Çavuş,3,23
24044,Hastane,3,23
32196,Hava Pilot Teğmen Erdoğan Çallı,3,23
32197,Hava Pilot Teğmen Erdoğan Çallı,3,23
12960,Hava Teknik Okulu,3,23
13007,Hava Teknik Okulu,3,23
12963,Havacılık Meslek Yüksek Okulu,3,23
12964,Havacılık Meslek Yüksek Okulu,3,23
15919,Havalimanı,3,23
15541,Havuzbaşı Zeytinlik,3,23
30181,Havuzlu Kahve,3,23
30202,Havuzlu Kahve,3,23
24029,Hükümet Konağı,3,23
13997,Hükümet önü,3,23
21599,Hüseyin Baradan Parkı,3,23
21602,Hüseyin Baradan Parkı,3,23
13920,Ilgın,3,23
13921,Ilgın,3,23
22787,Ilıca,3,23
22790,Ilıca,3,23
24010,Ilıca,3,23
40493,Işıklı Parkı,3,23
40494,Işıklı Parkı,3,23
40879,Kahve,3,23
40880,Kahve,3,23
11991,Kahveler,3,23
11992,Kahveler,3,23
31127,Kahveler,3,23
31128,Kahveler,3,23
21157,Kaklıç Kavşağı,3,23
21158,Kaklıç Kavşağı,3,23
20830,Kamelya,3,23
20831,Kamelya,3,23
50674,Kamelya,3,23
50675,Kamelya,3,23
50666,Kamp,3,23
50667,Kamp,3,23
51204,Kanalboyu,3,23
51205,Kanalboyu,3,23
20925,Kanuni İlkokulu,3,23
